IsActiveMember,CustomerID,Surname,CreditScore,RiskLevel,Geography,Gender,Age,AgeGroup,Tenure,TenureGroup,Balance,NumuberofProducts,AccountType,HasCrCard,IsActiveMember,EstimatedSalary,CustomerValue,IncomeGroup,Exited,ChurnFlag
4879,15579433,Pugh,793,Low Risk,Spain,Male,29,Adolescence,8,Loyal,96674.55,2,Standard,0,0,192120.66,High Value,High,0,Retained
4880,15777045,Price,783,Low Risk,Spain,Female,44,Middle Age,3,Established,81811.71,1,Basic,1,0,164213.53,Medium Value,High,1,Churned
4881,15611580,Wood,751,Low Risk,Spain,Male,33,Middle Age,4,Established,79281.61,1,Basic,1,0,117547.76,Medium Value,High,0,Retained
4882,15614778,Robertson,579,Medium Risk,France,Male,31,Middle Age,6,Loyal,0,2,Standard,1,0,26149.25,Low value,Low,0,Retained
4883,15771750,Sawtell,655,Medium Risk,Germany,Female,36,Middle Age,10,Very Loyal,122314.39,1,Basic,1,0,9181.66,Low value,Low,0,Retained
4884,15593280,Yuryeva,614,Medium Risk,Germany,Male,43,Middle Age,8,Loyal,140733.74,1,Basic,1,1,166588.76,Medium Value,High,0,Retained
4885,15569274,Pisano,678,Medium Risk,Germany,Male,49,Middle Age,2,New,116933.11,1,Basic,1,0,195053.58,Medium Value,High,1,Churned
4886,15654408,Kharitonova,562,Medium Risk,Spain,Male,41,Middle Age,5,Established,165445.04,2,Standard,1,0,85787.31,Medium Value,Medium,0,Retained
4887,15657468,Simmons,711,Low Risk,Germany,Female,53,Old,5,Established,123805.03,1,Basic,1,0,102428.51,Medium Value,High,0,Retained
4888,15614213,Muramats,620,Medium Risk,France,Male,37,Middle Age,0,New,107548.94,1,Basic,1,0,71175.94,Medium Value,Medium,0,Retained
4889,15589869,Tang,437,High Risk,France,Male,49,Middle Age,9,Very Loyal,111634.29,2,Standard,0,1,166440.32,High Value,High,0,Retained
4890,15693205,Peng,691,Medium Risk,Germany,Female,41,Middle Age,8,Loyal,109153.96,3,Premium,1,1,148848.76,High Value,High,1,Churned
4891,15797113,Bevan,552,Medium Risk,Spain,Female,34,Middle Age,4,Established,0,2,Standard,1,0,140286.69,High Value,High,0,Retained
4892,15676958,Zito,765,Low Risk,Germany,Male,34,Middle Age,5,Established,86055.17,2,Standard,1,1,104220.5,High Value,High,0,Retained
4893,15739592,Sokolov,707,Low Risk,Germany,Female,51,Old,10,Very Loyal,98438.23,1,Basic,0,0,70778.63,Medium Value,Medium,1,Churned
4894,15656263,Teng,764,Low Risk,Spain,Male,29,Adolescence,5,Established,0,2,Standard,1,0,65868.28,Medium Value,Medium,0,Retained
4895,15636872,Amadi,585,Medium Risk,France,Female,32,Middle Age,8,Loyal,144705.87,2,Standard,0,0,171482.56,High Value,High,0,Retained
4896,15589435,Davide,784,Low Risk,France,Male,31,Middle Age,7,Loyal,0,2,Standard,1,1,143204.41,High Value,High,0,Retained
4897,15640464,Parkes,605,Medium Risk,France,Male,41,Middle Age,5,Established,91612.91,1,Basic,1,1,28427.84,Low value,Low,0,Retained
4898,15723851,Mazzanti,699,Medium Risk,Spain,Male,40,Middle Age,2,New,0,1,Basic,1,0,78387.32,Medium Value,Medium,0,Retained
4899,15722122,Findlay,544,Medium Risk,France,Female,40,Middle Age,7,Loyal,0,1,Basic,0,1,161076.92,Medium Value,High,0,Retained
4900,15696852,Hsu,803,Low Risk,France,Female,32,Middle Age,9,Very Loyal,192122.84,1,Basic,1,1,54277.45,Medium Value,Medium,1,Churned
4901,15634936,Chukwukadibia,735,Low Risk,France,Male,41,Middle Age,7,Loyal,179904,1,Basic,1,1,137180.95,Medium Value,High,0,Retained
4902,15575935,Baxter,673,Medium Risk,France,Male,59,Old,0,New,178058.06,2,Standard,0,1,21063.71,Low value,Low,1,Churned
4903,15634491,Kung,652,Medium Risk,France,Male,30,Middle Age,2,New,176166.56,2,Standard,1,1,152210.81,High Value,High,0,Retained
4904,15628530,Booth,694,Medium Risk,France,Male,42,Middle Age,3,Established,156864.2,2,Standard,0,0,88890.75,Medium Value,Medium,0,Retained
4905,15678720,Evans,741,Low Risk,France,Female,44,Middle Age,7,Loyal,0,2,Standard,1,1,190534.76,High Value,High,0,Retained
4906,15627999,Kung,590,Medium Risk,Spain,Male,30,Middle Age,3,Established,0,2,Standard,1,0,83090.35,Medium Value,Medium,0,Retained
4907,15571244,Tung,809,Low Risk,Spain,Female,33,Middle Age,3,Established,0,2,Standard,0,1,141426.78,High Value,High,0,Retained
4908,15739931,Yuan,523,Medium Risk,France,Male,34,Middle Age,2,New,161588.89,1,Basic,1,1,51358.66,Medium Value,Medium,0,Retained
4909,15806256,Jackson,540,Medium Risk,France,Male,48,Middle Age,2,New,109349.29,1,Basic,1,0,88703.04,Medium Value,Medium,1,Churned
4910,15787258,Ross,596,Medium Risk,Spain,Female,29,Adolescence,6,Loyal,0,2,Standard,1,0,116696.77,High Value,High,0,Retained
4911,15706463,Yang,597,Medium Risk,France,Female,36,Middle Age,9,Very Loyal,0,2,Standard,1,1,7156.09,Low value,Low,0,Retained
4912,15691004,Yu,407,High Risk,Spain,Male,37,Middle Age,1,New,0,1,Basic,1,1,49161.12,Low value,Low,1,Churned
4913,15792228,Onwumelu,748,Low Risk,France,Male,60,Old,0,New,152335.7,1,Basic,1,0,126743.33,Medium Value,High,1,Churned
4914,15733447,Gay,562,Medium Risk,France,Female,51,Old,1,New,124662.54,1,Basic,1,1,65390.46,Medium Value,Medium,1,Churned
4915,15679062,Morrison,734,Low Risk,Germany,Female,47,Middle Age,10,Very Loyal,91522.04,2,Standard,1,1,138835.91,High Value,High,0,Retained
4916,15594409,Belov,710,Low Risk,France,Male,45,Middle Age,1,New,0,2,Standard,1,1,36154.66,Low value,Low,0,Retained
4917,15613816,Mao,539,Medium Risk,Spain,Female,39,Middle Age,6,Loyal,62052.28,1,Basic,0,1,59755.14,Medium Value,Medium,0,Retained
4918,15681991,Walsh,542,Medium Risk,France,Male,32,Middle Age,7,Loyal,107871.72,1,Basic,1,0,125302.64,Medium Value,High,0,Retained
4919,15796074,Bruno,717,Low Risk,France,Female,36,Middle Age,2,New,99472.76,2,Standard,1,0,94274.72,Medium Value,Medium,1,Churned
4920,15625941,Gray,682,Medium Risk,Spain,Female,50,Middle Age,10,Very Loyal,128039.01,1,Basic,1,1,102260.16,Medium Value,High,0,Retained
4921,15615016,Maurer,515,Medium Risk,France,Male,33,Middle Age,2,New,0,2,Standard,1,1,136028.97,High Value,High,0,Retained
4922,15748414,Chiang,526,Medium Risk,Spain,Female,33,Middle Age,8,Loyal,114634.63,2,Standard,1,0,110114.38,High Value,High,1,Churned
4923,15751203,Cattaneo,702,Low Risk,France,Male,26,Adolescence,5,Established,56738.47,2,Standard,1,1,100442.22,High Value,High,1,Churned
4924,15662658,Grieve,651,Medium Risk,Germany,Male,34,Middle Age,2,New,90355.12,2,Standard,0,0,193597.94,High Value,High,0,Retained
4925,15574868,Lowell,792,Low Risk,Germany,Male,36,Middle Age,5,Established,115725.24,2,Standard,0,0,1871.25,Low value,Low,0,Retained
4926,15790282,Trentino,817,Low Risk,Germany,Male,58,Old,3,Established,114327.59,2,Standard,1,1,42831.11,Low value,Low,0,Retained
4927,15762927,Sung,674,Medium Risk,Germany,Female,36,Middle Age,6,Loyal,100762.64,1,Basic,1,0,182156.86,Medium Value,High,0,Retained
4928,15803456,Yen,641,Medium Risk,France,Female,40,Middle Age,9,Very Loyal,0,1,Basic,0,0,151648.66,Medium Value,High,1,Churned
4929,15771857,Philipp,513,Medium Risk,Spain,Male,39,Middle Age,7,Loyal,89039.9,2,Standard,1,1,146738.83,High Value,High,0,Retained
4930,15700601,Dynon,561,Medium Risk,France,Male,34,Middle Age,1,New,78829.53,1,Basic,1,1,12148.2,Low value,Low,0,Retained
4931,15569670,Alexeyeva,627,Medium Risk,Germany,Male,30,Middle Age,6,Loyal,112372.96,1,Basic,1,1,118029.09,Medium Value,High,0,Retained
4932,15772341,Hs?eh,682,Medium Risk,Germany,Male,81,Old,6,Loyal,122029.15,1,Basic,1,1,50783.88,Medium Value,Medium,0,Retained
4933,15661548,Ferri,683,Medium Risk,France,Female,29,Adolescence,0,New,157829.12,1,Basic,0,0,129891.66,Medium Value,High,0,Retained
4934,15787597,Hsu,420,High Risk,Germany,Female,31,Middle Age,1,New,108377.75,2,Standard,1,1,9904.63,Low value,Low,0,Retained
4935,15806913,Bishop,670,Medium Risk,France,Female,54,Old,2,New,95507.12,1,Basic,1,1,63213.31,Medium Value,Medium,0,Retained
4936,15804862,Toscani,505,Medium Risk,Germany,Male,43,Middle Age,6,Loyal,127146.68,1,Basic,0,0,137565.87,Medium Value,High,0,Retained
4937,15792986,T'ao,580,Medium Risk,Germany,Male,24,Adolescence,1,New,133811.78,1,Basic,1,0,17185.95,Low value,Low,1,Churned
4938,15625632,Philip,577,Medium Risk,France,Male,36,Middle Age,3,Established,121092.47,2,Standard,0,1,143783.46,High Value,High,0,Retained
4939,15727703,Li Fonti,773,Low Risk,Germany,Male,34,Middle Age,10,Very Loyal,126979.75,1,Basic,0,0,36823.28,Low value,Low,0,Retained
4940,15606273,Rene,616,Medium Risk,France,Male,37,Middle Age,5,Established,144235.73,2,Standard,0,0,154957.66,High Value,High,1,Churned
4941,15799652,Daigle,763,Low Risk,France,Female,38,Middle Age,0,New,152582.2,2,Standard,0,0,31892.82,Low value,Low,0,Retained
4942,15715047,Joshua,640,Medium Risk,Spain,Male,43,Middle Age,9,Very Loyal,172478.15,1,Basic,1,0,191084.4,Medium Value,High,1,Churned
4943,15784687,Simmons,592,Medium Risk,France,Male,36,Middle Age,1,New,126477.42,1,Basic,0,0,179718.17,Medium Value,High,0,Retained
4944,15615322,Jamieson,528,Medium Risk,Spain,Male,43,Middle Age,7,Loyal,97473.87,2,Standard,1,1,159823.16,High Value,High,0,Retained
4945,15722072,Hou,630,Medium Risk,France,Male,53,Old,5,Established,138053.67,1,Basic,0,1,114110.97,Medium Value,High,0,Retained
4946,15646784,Cochran,529,Medium Risk,France,Female,31,Middle Age,2,New,164003.05,2,Standard,1,1,60993.23,Medium Value,Medium,0,Retained
4947,15644692,Bibb,546,Medium Risk,France,Female,47,Middle Age,8,Loyal,0,1,Basic,1,1,66408.01,Medium Value,Medium,1,Churned
4948,15670354,Jen,753,Low Risk,France,Female,62,Old,6,Loyal,0,2,Standard,1,1,136398.9,High Value,High,0,Retained
4949,15716357,Corran,772,Low Risk,Spain,Female,39,Middle Age,4,Established,122486.11,2,Standard,1,1,140709.25,High Value,High,0,Retained
4950,15786717,He,567,Medium Risk,France,Male,36,Middle Age,1,New,0,2,Standard,0,0,8555.73,Low value,Low,0,Retained
4951,15771383,Loggia,628,Medium Risk,Germany,Female,45,Middle Age,6,Loyal,53667.44,1,Basic,1,0,115022.94,Medium Value,High,0,Retained
4952,15649793,Lovely,658,Medium Risk,France,Male,20,Adolescence,7,Loyal,0,2,Standard,0,0,187638.34,High Value,High,0,Retained
4953,15731543,Becker,679,Medium Risk,Spain,Male,58,Old,9,Very Loyal,109327.65,1,Basic,1,1,3829.13,Low value,Low,0,Retained
4954,15684516,Plascencia,629,Medium Risk,Spain,Male,34,Middle Age,1,New,121151.05,1,Basic,0,0,119357.93,Medium Value,High,0,Retained
4955,15677249,Somadina,731,Low Risk,Spain,Male,42,Middle Age,9,Very Loyal,101043.63,1,Basic,1,1,192175.52,Medium Value,High,0,Retained
4956,15581525,Walker,775,Low Risk,Germany,Male,33,Middle Age,3,Established,83501.66,2,Standard,1,0,128841.31,High Value,High,0,Retained
4957,15628420,Alekseeva,660,Medium Risk,Spain,Male,33,Middle Age,2,New,80462.24,1,Basic,0,0,150422.35,Medium Value,High,0,Retained
4958,15600478,Watson,752,Low Risk,France,Male,39,Middle Age,3,Established,0,1,Basic,1,0,188187.05,Medium Value,High,0,Retained
4959,15594502,Zotov,655,Medium Risk,France,Male,37,Middle Age,6,Loyal,109093.41,2,Standard,1,0,1775.52,Low value,Low,0,Retained
4960,15784361,Williamson,543,Medium Risk,Spain,Female,46,Middle Age,5,Established,140355.6,1,Basic,1,1,85086.78,Medium Value,Medium,0,Retained
4961,15767626,Carpenter,811,Low Risk,France,Male,42,Middle Age,10,Very Loyal,0,2,Standard,1,1,3797.79,Low value,Low,0,Retained
4962,15632521,Cattaneo,689,Medium Risk,Germany,Male,45,Middle Age,0,New,130170.82,2,Standard,1,0,150856.38,High Value,High,0,Retained
4963,15665088,Gordon,531,Medium Risk,France,Female,42,Middle Age,2,New,0,2,Standard,0,1,90537.47,Medium Value,Medium,0,Retained
4964,15652084,Boni,515,Medium Risk,France,Male,40,Middle Age,0,New,109542.29,1,Basic,1,1,166370.81,Medium Value,High,0,Retained
4965,15574761,Lynch,466,High Risk,France,Female,41,Middle Age,3,Established,33563.95,2,Standard,1,0,178994.13,High Value,High,1,Churned
4966,15729515,McCarthy,782,Low Risk,France,Male,36,Middle Age,1,New,148795.17,2,Standard,1,1,195681.43,High Value,High,0,Retained
4967,15682070,Davies,611,Medium Risk,France,Male,64,Old,9,Very Loyal,0,2,Standard,1,1,53277.15,Medium Value,Medium,0,Retained
4968,15743817,Hargreaves,621,Medium Risk,Germany,Male,40,Middle Age,8,Loyal,174126.75,3,Premium,1,0,172490.78,High Value,High,1,Churned
4969,15572158,Blackburn,604,Medium Risk,Spain,Male,41,Middle Age,3,Established,0,1,Basic,0,0,11819.84,Low value,Low,0,Retained
4970,15584477,K?,655,Medium Risk,Spain,Female,35,Middle Age,1,New,106405.03,1,Basic,1,1,82900.25,Medium Value,Medium,0,Retained
4971,15614893,Meng,689,Medium Risk,Spain,Male,38,Middle Age,2,New,0,1,Basic,1,1,82709.8,Medium Value,Medium,0,Retained
4972,15665963,Cattaneo,681,Medium Risk,Spain,Male,30,Middle Age,2,New,128393.29,1,Basic,1,1,180593.45,Medium Value,High,0,Retained
4973,15612524,Hunt,643,Medium Risk,Germany,Male,41,Middle Age,2,New,127841.52,1,Basic,1,0,172363.41,Medium Value,High,0,Retained
4974,15596962,Owens,617,Medium Risk,France,Female,24,Adolescence,4,Established,137295.19,2,Standard,1,1,91195.12,Medium Value,Medium,0,Retained
4975,15744942,Steele,638,Medium Risk,Spain,Female,55,Old,2,New,155828.22,1,Basic,0,1,108987.25,Medium Value,High,1,Churned
4976,15573278,Kennedy,743,Low Risk,France,Male,39,Middle Age,6,Loyal,0,2,Standard,1,0,44265.28,Low value,Low,0,Retained
4977,15717056,Pan,828,Low Risk,Germany,Female,25,Adolescence,7,Loyal,144351.86,1,Basic,1,0,116613.26,Medium Value,High,0,Retained
4978,15795881,Alexander,776,Low Risk,Spain,Male,35,Middle Age,8,Loyal,106365.29,1,Basic,1,1,148527.56,Medium Value,High,0,Retained
4979,15758939,Bray,540,Medium Risk,Germany,Male,35,Middle Age,7,Loyal,127801.88,1,Basic,0,1,84239.46,Medium Value,Medium,0,Retained
4980,15792250,Nnabuife,616,Medium Risk,Germany,Female,45,Middle Age,4,Established,122793.96,1,Basic,1,1,62002.04,Medium Value,Medium,0,Retained
4981,15740406,Padovesi,628,Medium Risk,Germany,Male,38,Middle Age,10,Very Loyal,113525.84,1,Basic,1,0,46044.48,Low value,Low,1,Churned
4982,15768137,Bray,667,Medium Risk,Spain,Female,23,Adolescence,6,Loyal,136100.69,2,Standard,0,0,169669.33,High Value,High,1,Churned
4983,15569120,Lucas,615,Medium Risk,France,Male,30,Middle Age,7,Loyal,0,2,Standard,1,1,156346.84,High Value,High,0,Retained
4984,15723721,Tinline,543,Medium Risk,France,Male,30,Middle Age,4,Established,140916.81,1,Basic,1,0,157711.18,Medium Value,High,0,Retained
4985,15777122,Esomchi,553,Medium Risk,France,Female,31,Middle Age,4,Established,0,2,Standard,1,1,89087.4,Medium Value,Medium,0,Retained
4986,15742681,Liao,554,Medium Risk,Germany,Male,26,Adolescence,4,Established,121365.39,1,Basic,1,1,8742.36,Low value,Low,0,Retained
4987,15582090,Iroawuchi,684,Medium Risk,Spain,Female,36,Middle Age,4,Established,0,1,Basic,1,0,117038.96,Medium Value,High,0,Retained
4988,15711254,Retana,452,High Risk,France,Female,35,Middle Age,7,Loyal,0,2,Standard,1,0,164241.67,High Value,High,0,Retained
4989,15775067,Fang,606,Medium Risk,France,Male,47,Middle Age,3,Established,93578.68,2,Standard,0,1,137720.56,High Value,High,1,Churned
4990,15602851,Ozioma,629,Medium Risk,France,Male,40,Middle Age,9,Very Loyal,0,1,Basic,1,0,106.67,Low value,Low,0,Retained
4991,15802857,Robson,659,Medium Risk,Spain,Female,33,Middle Age,8,Loyal,115409.6,1,Basic,0,1,1539.21,Low value,Low,0,Retained
4992,15701175,Bruno,493,High Risk,France,Female,33,Middle Age,8,Loyal,90791.69,1,Basic,1,1,59659.53,Medium Value,Medium,0,Retained
4993,15783019,Price,794,Low Risk,France,Female,62,Old,9,Very Loyal,123681.32,3,Premium,1,0,173586.63,High Value,High,1,Churned
4994,15728912,Swanson,554,Medium Risk,France,Female,44,Middle Age,6,Loyal,92436.86,1,Basic,1,0,126033.9,Medium Value,High,0,Retained
4995,15585580,Chang,796,Low Risk,Germany,Female,52,Old,9,Very Loyal,167194.36,1,Basic,1,1,62808.93,Medium Value,Medium,1,Churned
4996,15583480,Morgan,807,Low Risk,France,Female,36,Middle Age,4,Established,0,2,Standard,0,1,147007.33,High Value,High,0,Retained
4997,15620341,Nwebube,500,Medium Risk,Germany,Male,44,Middle Age,9,Very Loyal,160838.13,2,Standard,1,0,196261.64,High Value,High,0,Retained
4998,15613886,Trevisan,722,Low Risk,Spain,Male,43,Middle Age,1,New,0,1,Basic,1,0,44560.17,Low value,Low,1,Churned
4999,15792916,Ositadimma,559,Medium Risk,Spain,Female,40,Middle Age,7,Loyal,144470.77,1,Basic,1,1,18917.95,Low value,Low,0,Retained
5000,15710408,Cunningham,584,Medium Risk,Spain,Female,38,Middle Age,3,Established,0,2,Standard,1,1,4525.4,Low value,Low,0,Retained
5001,15598695,Fields,834,Low Risk,Germany,Female,68,Old,9,Very Loyal,130169.27,2,Standard,0,1,93112.2,Medium Value,Medium,0,Retained
5002,15649354,Johnston,754,Low Risk,Spain,Male,35,Middle Age,4,Established,0,2,Standard,1,1,9658.41,Low value,Low,0,Retained
5003,15737556,Vasilyev,590,Medium Risk,France,Male,43,Middle Age,7,Loyal,81076.8,2,Standard,1,1,182627.25,High Value,High,1,Churned
5004,15671610,Hooper,740,Low Risk,France,Male,36,Middle Age,7,Loyal,0,1,Basic,1,1,13177.4,Low value,Low,0,Retained
5005,15625092,Colombo,502,Medium Risk,Germany,Female,57,Old,3,Established,101465.31,1,Basic,1,0,43568.31,Low value,Low,1,Churned
5006,15741032,Tsao,733,Low Risk,France,Male,48,Middle Age,5,Established,0,1,Basic,0,1,117830.57,Medium Value,High,0,Retained
5007,15750014,Chikere,755,Low Risk,Germany,Female,37,Middle Age,0,New,113865.23,2,Standard,1,1,117396.25,High Value,High,0,Retained
5008,15784761,Ballard,554,Medium Risk,Spain,Female,46,Middle Age,7,Loyal,87603.35,3,Premium,0,1,96929.24,Medium Value,Medium,1,Churned
5009,15768359,Akhtar,534,Medium Risk,France,Male,36,Middle Age,4,Established,120037.96,1,Basic,1,0,36275.94,Low value,Low,0,Retained
5010,15805769,O'Loughlin,656,Medium Risk,Spain,Male,33,Middle Age,4,Established,0,2,Standard,1,0,116706,High Value,High,0,Retained
5011,15719508,Davis,575,Medium Risk,Germany,Male,49,Middle Age,7,Loyal,121205.15,4,Premium,1,1,168080.53,High Value,High,1,Churned
5012,15609011,Barry,480,High Risk,Spain,Male,47,Middle Age,8,Loyal,75408.33,1,Basic,1,0,25887.89,Low value,Low,1,Churned
5013,15703106,K'ung,575,Medium Risk,France,Male,40,Middle Age,5,Established,0,2,Standard,1,1,122488.59,High Value,High,0,Retained
5014,15626795,Gorman,672,Medium Risk,France,Female,40,Middle Age,3,Established,0,1,Basic,1,0,113171.61,Medium Value,High,1,Churned
5015,15773731,John,758,Low Risk,Spain,Female,35,Middle Age,5,Established,0,2,Standard,0,0,100365.51,High Value,High,0,Retained
5016,15756196,Tsou,682,Medium Risk,France,Male,50,Middle Age,6,Loyal,121818.84,2,Standard,0,1,124151.37,High Value,High,0,Retained
5017,15687903,Okonkwo,501,Medium Risk,France,Female,29,Adolescence,8,Loyal,0,2,Standard,1,0,112664.24,High Value,High,0,Retained
5018,15777599,Esposito,746,Low Risk,Germany,Male,34,Middle Age,6,Loyal,141806,2,Standard,1,1,183494.87,High Value,High,0,Retained
5019,15754577,Boni,556,Medium Risk,France,Female,51,Old,8,Loyal,61354.14,1,Basic,1,0,198810.65,Medium Value,High,1,Churned
5020,15584113,Pratt,823,Low Risk,Germany,Female,53,Old,4,Established,124954.94,1,Basic,0,1,131259.6,Medium Value,High,1,Churned
5021,15669589,Page,491,High Risk,Germany,Female,68,Old,1,New,95039.12,1,Basic,0,1,116471.14,Medium Value,High,1,Churned
5022,15632793,Wilkinson,638,Medium Risk,France,Female,29,Adolescence,9,Very Loyal,103417.74,1,Basic,1,1,15336.4,Low value,Low,0,Retained
5023,15711130,Tseng,734,Low Risk,France,Male,45,Middle Age,2,New,0,2,Standard,1,0,99593.28,Medium Value,Medium,0,Retained
5024,15615254,Clark,555,Medium Risk,France,Male,40,Middle Age,10,Very Loyal,43028.77,1,Basic,1,0,170514.21,Medium Value,High,0,Retained
5025,15720583,Finch,745,Low Risk,Germany,Female,44,Middle Age,0,New,119638.21,1,Basic,1,1,34265.08,Low value,Low,1,Churned
5026,15780432,Shen,728,Low Risk,France,Male,37,Middle Age,3,Established,122689.51,2,Standard,0,0,106977.53,High Value,High,1,Churned
5027,15673223,Hou,626,Medium Risk,France,Male,44,Middle Age,10,Very Loyal,0,2,Standard,0,0,164287.86,High Value,High,0,Retained
5028,15807989,Wall,681,Medium Risk,Germany,Male,37,Middle Age,8,Loyal,73179.34,2,Standard,1,1,25292.53,Low value,Low,0,Retained
5029,15761168,Manna,478,High Risk,France,Female,38,Middle Age,4,Established,171913.87,1,Basic,1,0,51820.87,Medium Value,Medium,1,Churned
5030,15651272,Reyes,709,Low Risk,France,Male,38,Middle Age,5,Established,0,2,Standard,1,1,81452.29,Medium Value,Medium,0,Retained
5031,15812832,Jideofor,562,Medium Risk,Germany,Male,33,Middle Age,8,Loyal,92659.2,2,Standard,1,0,1354.25,Low value,Low,0,Retained
5032,15680517,Sal,769,Low Risk,Germany,Female,34,Middle Age,7,Loyal,137239.17,1,Basic,1,1,71379.92,Medium Value,Medium,1,Churned
